Run 1
0, 100000000, 0, 1, 0, gs='40', nc='0.4', ne='0.4', ps='25', xi='0.4'
0.1, 7934.0, 1, 1, 1000000000.0, gs='40', nc='0.4', ne='0.4', ps='25', xi='0.4'
0.2, 7535.0, 1, 1, 1000000000.0, gs='70', nc='0.8', ne='0.8', ps='5', xi='0.2'
1.2, 7434.0, 1, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.2'
1.3, 7469.5, 2, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.2'
3.3000000000000016, 7459.0, 2, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
3.4000000000000017, 7487.333333333333, 3, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
3.5000000000000018, 7468.0, 4, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
3.600000000000002, 7473.0, 5, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
3.700000000000002, 7489.5, 6, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
3.800000000000002, 7518.857142857143, 7, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
3.900000000000002, 7522.875, 8, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
4.000000000000002, 7524.0, 9, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
4.100000000000001, 7531.1, 10, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
4.200000000000001, 7543.363636363636, 11, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
4.300000000000001, 7555.25, 12, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
4.4, 7560.153846153846, 13, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
4.5, 7558.0, 14, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
4.6, 7564.2, 15, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
4.699999999999999, 7563.3125, 16, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
4.799999999999999, 7565.882352941177, 17, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
6.699999999999992, 7575.388888888889, 18, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
6.799999999999992, 7570.0526315789475, 19, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
6.8999999999999915, 7563.15, 20, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
6.999999999999991, 7556.380952380952, 21, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.6'
