Run 1
0, 100000000, 0, 1, 0, gs='40', nc='0.4', ne='0.4', ps='25', xi='0.4'
0.1, 28380.0, 1, 1, 1000000000.0, gs='40', nc='0.4', ne='0.4', ps='25', xi='0.4'
0.2, 27480.0, 1, 1, 1000000000.0, gs='70', nc='0.8', ne='0.8', ps='5', xi='0.2'
1.2, 27475.0, 1, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.2'
1.3, 27597.0, 2, 1, 1000000000.0, gs='70', nc='0.2', ne='0.8', ps='5', xi='0.2'
2.0000000000000004, 27286.0, 2, 1, 1000000000.0, gs='70', nc='0.2', ne='0.4', ps='5', xi='0.2'
2.1000000000000005, 27283.333333333332, 3, 1, 1000000000.0, gs='70', nc='0.2', ne='0.4', ps='5', xi='0.2'
2.2000000000000006, 27340.25, 4, 1, 1000000000.0, gs='70', nc='0.2', ne='0.4', ps='5', xi='0.2'
2.3000000000000007, 27394.6, 5, 1, 1000000000.0, gs='70', nc='0.2', ne='0.4', ps='5', xi='0.2'
2.400000000000001, 27511.666666666668, 6, 1, 1000000000.0, gs='70', nc='0.2', ne='0.4', ps='5', xi='0.2'
2.500000000000001, 27494.428571428572, 7, 1, 1000000000.0, gs='70', nc='0.2', ne='0.4', ps='5', xi='0.2'
3.600000000000002, 26957.571428571428, 7, 1, 1000000000.0, gs='20', nc='0.2', ne='0.4', ps='5', xi='0.2'
3.700000000000002, 26995.625, 8, 1, 1000000000.0, gs='20', nc='0.2', ne='0.4', ps='5', xi='0.2'
3.800000000000002, 26996.333333333332, 9, 1, 1000000000.0, gs='20', nc='0.2', ne='0.4', ps='5', xi='0.2'
3.900000000000002, 26991.9, 10, 1, 1000000000.0, gs='20', nc='0.2', ne='0.4', ps='5', xi='0.2'
4.000000000000002, 27005.636363636364, 11, 1, 1000000000.0, gs='20', nc='0.2', ne='0.4', ps='5', xi='0.2'
4.100000000000001, 27059.5, 12, 1, 1000000000.0, gs='20', nc='0.2', ne='0.4', ps='5', xi='0.2'
6.199999999999994, 26983.0, 12, 1, 1000000000.0, gs='20', nc='0.1', ne='0.4', ps='5', xi='0.2'
6.299999999999994, 27045.076923076922, 13, 1, 1000000000.0, gs='20', nc='0.1', ne='0.4', ps='5', xi='0.2'
6.399999999999993, 27058.214285714286, 14, 1, 1000000000.0, gs='20', nc='0.1', ne='0.4', ps='5', xi='0.2'
