KNN5,C1_4_8.txt,20.0,0.52,0.44,5.0,0.4,7081
KNN5,R2_6_3.txt,10.0,0.26,0.8,5.0,0.6,11033
KNN5,C1_10_1.txt,10.0,0.5,0.76,5.0,0.18,42404
KNN5,R2_4_3.txt,10.0,0.48,0.68,5.0,0.4,5419
KNN5,RC2_10_7.txt,10.0,0.32,0.6,5.0,0.8,26065
KNN5,C2_6_4.txt,10.0,0.56,0.44,5.0,0.52,7054
KNN5,RC2_8_4.txt,10.0,0.52,0.68,5.0,0.68,11768
KNN5,C1_10_5.txt,10.0,0.36,0.64,5.0,0.22,42387
KNN5,C2_4_2.txt,10.0,0.4,0.52,5.0,0.28,3898
KNN5,RC2_8_1.txt,10.0,0.44,0.56,5.0,0.8,19743
KNN5,RC1_4_6.txt,10.0,0.56,0.6,5.0,0.44,8239
KNN5,C2_8_6.txt,10.0,0.44,0.64,5.0,0.44,11557
KNN5,RC1_4_8.txt,10.0,0.68,0.56,5.0,0.48,7858
KNN5,R2_2_2.txt,10.0,0.48,0.48,15.0,0.44,3007
KNN5,R1_4_1.txt,10.0,0.54,0.44,5.0,0.24,10365
KNN5,C2_8_3.txt,10.0,0.58,0.76,5.0,0.56,11606
KNN5,RC2_4_6.txt,10.0,0.6,0.32,5.0,0.28,5360
KNN5,RC2_2_4.txt,10.0,0.54,0.4,15.0,0.72,1875
KNN5,C2_4_10.txt,10.0,0.6,0.28,5.0,0.56,3695
KNN5,R2_6_7.txt,10.0,0.26,0.72,5.0,0.4,10138
KNN5,C2_8_4.txt,10.0,0.58,0.72,5.0,0.56,11153
KNN5,R2_10_8.txt,10.0,0.22,0.68,5.0,0.56,18686
KNN5,R1_4_10.txt,10.0,0.32,0.64,5.0,0.44,8318
KNN5,C1_6_8.txt,10.0,0.52,0.56,5.0,0.36,14026
KNN5,R1_2_7.txt,10.0,0.52,0.26,5.0,0.4,3156
KNN5,R2_4_10.txt,10.0,0.4,0.36,5.0,0.48,5731
KNN5,C1_2_7.txt,40.0,0.72,0.34,15.0,0.3,2678
KNN5,RC2_8_6.txt,10.0,0.34,0.52,5.0,0.8,17796
KNN5,C1_6_9.txt,10.0,0.48,0.52,5.0,0.36,13882
KNN5,R1_4_2.txt,10.0,0.22,0.4,5.0,0.44,9123
KNN5,R1_10_6.txt,10.0,0.26,0.72,5.0,0.68,50051
KNN5,R2_10_1.txt,10.0,0.44,0.48,5.0,0.8,38544
KNN5,C1_8_6.txt,10.0,0.4,0.48,5.0,0.3,25096
KNN5,R1_2_2.txt,10.0,0.48,0.44,15.0,0.52,3919
KNN5,RC2_6_2.txt,10.0,0.68,0.6,5.0,0.24,10638
KNN5,RC1_2_1.txt,18.0,0.48,0.4,7.0,0.44,3507
KNN5,RC1_8_6.txt,10.0,0.2,0.48,5.0,0.68,30502
KNN5,C2_4_7.txt,10.0,0.6,0.32,5.0,0.52,3856
KNN5,C2_8_9.txt,10.0,0.44,0.56,5.0,0.4,11409
KNN5,R2_8_9.txt,10.0,0.52,0.52,5.0,0.8,21863
KNN5,C2_6_2.txt,10.0,0.68,0.4,5.0,0.56,7523
KNN5,C2_6_9.txt,10.0,0.68,0.36,5.0,0.6,7351
KNN5,C1_2_2.txt,40.0,0.64,0.34,13.0,0.4,2685
KNN5,R2_6_2.txt,10.0,0.68,0.64,5.0,0.24,13371
KNN5,C1_6_1.txt,14.0,0.5,0.4,5.0,0.3,14045
KNN5,R1_2_6.txt,10.0,0.42,0.44,15.0,0.56,3562
KNN5,RC1_8_1.txt,10.0,0.6,0.64,5.0,0.72,31766
KNN5,C2_8_7.txt,10.0,0.52,0.64,5.0,0.52,11721
KNN5,C1_8_9.txt,10.0,0.3,0.42,5.0,0.38,24533
KNN5,RC2_8_7.txt,10.0,0.4,0.6,5.0,0.8,16908
KNN5,R2_10_4.txt,10.0,0.1,0.46,5.0,0.6,18986
KNN5,R1_2_4.txt,10.0,0.52,0.24,5.0,0.48,3078
KNN5,RC2_8_3.txt,10.0,0.48,0.68,5.0,0.76,14843
KNN5,C2_4_9.txt,10.0,0.68,0.36,5.0,0.36,3829
KNN5,RC1_4_10.txt,10.0,0.28,0.52,5.0,0.48,7681
KNN5,RC2_2_6.txt,18.0,0.44,0.4,7.0,0.48,2492
KNN5,R1_8_1.txt,10.0,0.22,0.48,5.0,0.64,37656
KNN5,C1_6_10.txt,10.0,0.52,0.56,5.0,0.32,13728
KNN5,RC2_6_1.txt,10.0,0.6,0.48,5.0,0.64,12321
KNN5,RC2_2_3.txt,10.0,0.52,0.26,5.0,0.44,2227
KNN5,RC1_8_5.txt,10.0,0.24,0.6,5.0,0.72,30873
KNN5,R2_4_7.txt,10.0,0.44,0.68,5.0,0.4,5036
KNN5,R1_8_3.txt,10.0,0.12,0.4,5.0,0.44,31017
KNN5,RC1_2_3.txt,10.0,0.52,0.2,5.0,0.44,3010
KNN5,C2_2_4.txt,10.0,0.52,0.3,5.0,0.4,1689
KNN5,R2_6_1.txt,10.0,0.14,0.6,5.0,0.56,15544
KNN5,RC2_8_2.txt,10.0,0.4,0.6,5.0,0.8,17424
KNN5,C1_4_6.txt,32.0,0.52,0.44,9.0,0.36,7112
