KNN3,C1_4_9.txt,10.0,0.23,0.37,11.0,0.33,6958
KNN3,C1_4_3.txt,20.0,0.53,0.53,5.0,0.33,6904
KNN3,C1_2_8.txt,40.0,0.8,0.4,15.0,0.4,2676
KNN3,R2_8_8.txt,10.0,0.13,0.53,5.0,0.6,13484
KNN3,C2_10_9.txt,10.0,0.13,0.4,5.0,0.73,17854
KNN3,RC2_10_5.txt,10.0,0.27,0.47,5.0,0.8,27644
KNN3,C1_10_10.txt,10.0,0.1,0.33,5.0,0.33,41361
KNN3,R1_6_9.txt,10.0,0.1,0.73,5.0,0.53,18978
KNN3,R1_10_10.txt,10.0,0.47,0.67,5.0,0.53,50271
KNN3,C1_4_5.txt,40.0,0.6,0.53,11.0,0.47,7112
KNN3,R1_10_3.txt,10.0,0.1,0.13,5.0,0.6,47537
KNN3,R2_2_7.txt,10.0,0.3,0.4,15.0,0.53,2329
KNN3,R2_2_10.txt,10.0,0.6,0.4,15.0,0.47,2549
KNN3,C2_10_8.txt,10.0,0.23,0.53,5.0,0.73,16711
KNN3,RC2_2_10.txt,10.0,0.67,0.4,15.0,0.67,1986
KNN3,R1_10_7.txt,13.0,0.13,0.73,5.0,0.5,46613
KNN3,R2_10_3.txt,10.0,0.1,0.13,5.0,0.6,26177
KNN3,RC1_8_10.txt,10.0,0.13,0.47,5.0,0.6,29268
KNN3,R1_2_9.txt,10.0,0.4,0.33,5.0,0.47,3741
KNN3,R1_8_7.txt,10.0,0.1,0.33,5.0,0.33,30592
KNN3,R2_4_9.txt,10.0,0.6,0.27,5.0,0.6,6114
KNN3,C2_8_1.txt,13.0,0.43,0.67,5.0,0.8,11677
KNN3,RC1_8_4.txt,10.0,0.17,0.6,5.0,0.53,27643
KNN3,RC1_8_3.txt,10.0,0.1,0.4,5.0,0.4,28981
KNN3,R1_4_9.txt,10.0,0.2,0.53,5.0,0.27,8837
KNN3,RC1_2_6.txt,20.0,0.53,0.4,15.0,0.53,3300
KNN3,C2_2_2.txt,16.0,0.23,0.27,21.0,0.4,1851
KNN3,C2_2_1.txt,10.0,0.3,0.33,15.0,0.53,1923
KNN3,RC2_10_10.txt,10.0,0.1,0.67,5.0,0.53,23593
KNN3,R2_10_5.txt,10.0,0.67,0.47,5.0,0.8,35797
KNN3,C1_4_7.txt,10.0,0.33,0.53,11.0,0.27,7077
KNN3,C1_8_3.txt,16.0,0.53,0.67,5.0,0.43,24508
KNN3,C1_10_7.txt,10.0,0.6,0.8,5.0,0.2,42364
KNN3,RC1_2_10.txt,10.0,0.8,0.23,5.0,0.4,3000
KNN3,RC1_4_1.txt,10.0,0.6,0.33,5.0,0.2,8555
KNN3,R1_6_3.txt,10.0,0.67,0.8,5.0,0.8,17424
KNN3,RC2_10_9.txt,10.0,0.53,0.53,5.0,0.8,24191
KNN3,RC2_8_5.txt,10.0,0.6,0.4,5.0,0.8,18203
KNN3,R2_2_9.txt,10.0,0.53,0.47,15.0,0.4,2839
KNN3,C1_10_9.txt,10.0,0.5,0.73,5.0,0.17,41688
KNN3,RC1_6_7.txt,10.0,0.13,0.53,5.0,0.4,16564
KNN3,R2_10_2.txt,10.0,0.33,0.67,5.0,0.8,33400
KNN3,RC1_8_7.txt,10.0,0.47,0.53,5.0,0.8,29759
KNN3,RC2_10_8.txt,10.0,0.33,0.6,5.0,0.8,24345
KNN3,RC1_6_1.txt,10.0,0.13,0.43,5.0,0.6,17597
KNN3,RC1_8_8.txt,10.0,0.13,0.6,5.0,0.67,29685
KNN3,C2_10_10.txt,10.0,0.23,0.6,5.0,0.73,16261
KNN3,RC2_10_4.txt,10.0,0.3,0.73,5.0,0.53,16418
KNN3,RC1_2_4.txt,10.0,0.73,0.4,15.0,0.6,2850
KNN3,C2_4_1.txt,20.0,0.67,0.4,5.0,0.53,4088
KNN3,RC1_2_2.txt,10.0,0.8,0.23,5.0,0.4,3218
KNN3,R2_8_6.txt,10.0,0.4,0.6,5.0,0.8,21111
KNN3,C1_8_5.txt,10.0,0.23,0.47,5.0,0.33,25103
KNN3,R2_2_8.txt,16.0,0.3,0.23,15.0,0.4,1837
KNN3,RC1_10_2.txt,10.0,0.13,0.73,5.0,0.53,46961
KNN3,R2_2_5.txt,10.0,0.53,0.2,5.0,0.33,3056
KNN3,R1_6_4.txt,10.0,0.33,0.8,5.0,0.53,16289
KNN3,R1_6_6.txt,10.0,0.67,0.67,5.0,0.2,18439
KNN3,R1_4_4.txt,10.0,0.67,0.8,5.0,0.53,7394
KNN3,RC2_6_10.txt,10.0,0.2,0.37,5.0,0.67,9284
KNN3,R2_8_5.txt,10.0,0.6,0.47,5.0,0.8,23610
KNN3,RC1_10_10.txt,10.0,0.1,0.67,5.0,0.53,45423
KNN3,R1_4_6.txt,10.0,0.23,0.33,5.0,0.4,8557
KNN3,RC1_4_9.txt,10.0,0.6,0.67,5.0,0.53,7819
KNN3,RC1_6_4.txt,10.0,0.13,0.6,5.0,0.67,15293
KNN3,RC2_2_5.txt,10.0,0.37,0.33,15.0,0.8,2490
KNN3,R2_10_6.txt,10.0,0.53,0.53,5.0,0.8,31344
KNN3,RC2_4_7.txt,10.0,0.33,0.47,5.0,0.33,5005
